,Start,End,DeltaBz,Duration,MeanVx
243,2021-08-22 07:17:45.250,2021-08-22 07:17:49.750,-5.571508,4.5,224.75489807128903
244,2021-08-22 07:20:36.750,2021-08-22 07:20:40.250,-1.8724263,3.5,293.01727294921875
245,2021-08-22 07:28:27.250,2021-08-22 07:28:33.250,-4.32568,6.0,430.3263244628906
246,2021-08-22 07:28:36.750,2021-08-22 07:28:39.750,-3.321546,3.0,420.9826049804688
247,2021-09-01 16:53:32.250,2021-09-01 16:53:36.750,-2.486716,4.5,337.8558044433594
248,2021-09-01 16:53:55.250,2021-09-01 16:53:55.750,-0.6906022,0.5,518.6930541992188
249,2021-09-01 16:58:30.250,2021-09-01 16:58:40.750,-2.2570782,10.5,209.4234619140625
250,2021-09-02 00:13:48.750,2021-09-02 00:13:52.750,3.8953621,4.0,-74.4758529663086
251,2021-09-05 01:30:32.250,2021-09-05 01:30:37.750,-3.112257,5.5,26.797382354736328
252,2022-07-11 11:41:26.250,2022-07-11 11:41:34.250,5.799696,8.0,-129.0436553955078
253,2022-07-11 11:43:50.250,2022-07-11 11:43:53.750,5.7864647,3.5,-37.58989334106445
254,2022-07-11 11:46:00.750,2022-07-11 11:46:09.750,-15.651328,9.0,77.77753448486328
255,2022-07-11 11:47:23.250,2022-07-11 11:47:28.250,-9.391676,5.0,224.12368774414065
256,2022-07-12 06:17:20.250,2022-07-12 06:17:32.250,9.98657,12.0,-21.664661407470703
257,2022-07-19 11:02:57.750,2022-07-19 11:03:00.750,-5.209555,3.0,626.6914672851562
258,2022-07-21 23:44:31.750,2022-07-21 23:44:36.750,-12.564374,5.0,251.95114135742188
259,2022-07-22 06:03:05.750,2022-07-22 06:03:08.750,-4.8563395,3.0,624.9888916015625
260,2022-07-22 06:04:23.750,2022-07-22 06:04:25.750,-5.7338343,2.0,344.8816223144531
261,2022-08-19 03:45:08.750,2022-08-19 03:45:11.250,-12.850644,2.5,413.2365112304688
262,2022-08-19 03:45:43.750,2022-08-19 03:45:52.250,-13.334063,8.5,373.0797729492188
